Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
2.0,Entry into and residence in the federal territory,0,,18h,Short-term mobility for holders of an EU Blue Card,(2),0,0,Subsection (1) applies accordingly if the foreigner has the legal status of a long-term resident in another member state of the European Union and immediately before acquiring this status possessed an EU Blue Card issued by that member state.,aufenthg,1003
2.0,Entry into and residence in the federal territory,0,,18i,Long-term mobility for holders of an EU Blue Card,(1),0,0,A foreigner who possesses a valid EU Blue Card granted by another member state of the European Union and has legally resided in that member state for at least 12 months by virtue of that EU Blue Card is granted an EU Blue Card pursuant to section 18g if the requirements of section 18g are met. The requirement stipulated in section 18 (2) no. 4 is deemed to be met unless,aufenthg,1004
2.0,Entry into and residence in the federal territory,0,,18i,Long-term mobility for holders of an EU Blue Card,(1),1.0,0,"the foreigner has possessed the EU Blue Card issued by the other member state of the European Union for less than two years, or",aufenthg,1005
2.0,Entry into and residence in the federal territory,0,,18i,Long-term mobility for holders of an EU Blue Card,(1),2.0,0,"the other member state of the European Union granted the EU Blue Card on the basis of skills, knowledge and abilities gained from professional experience for the purpose of employment in an occupation which is not listed in Annex I of Directive (EU) 2021/1883 of the European Parliament and of the Council of 20 October 2021 on the conditions of entry and residence of third-country nationals for the purpose of highly qualified employment, and repealing Council Directive 2009/50/EC (OJ L 382, 28.10.2021, p. 1).",aufenthg,1006
2.0,Entry into and residence in the federal territory,0,,18i,Long-term mobility for holders of an EU Blue Card,(2),0,0,"If a member state of the European Union which is not a Schengen state issued the EU Blue Card in accordance with subsection (1) sentence 1 first half-sentence, in addition to the valid EU Blue Card, the foreigner must have a work contract or a binding job offer commensurate with his or her qualification at the level of a higher education qualification or a qualification from a tertiary programme of education which is equivalent to higher education studies which meets all the requirements of section 18g (1) sentence 5 and must keep the work contract or binding offer with him or her for at least six months in the federal territory.",aufenthg,1007
2.0,Entry into and residence in the federal territory,0,,18i,Long-term mobility for holders of an EU Blue Card,(3),0,0,"If the foreigner has already made use of the option of long-term mobility pursuant to Article 21 of Directive (EU) 2021/1883 one or more times, the minimum length of legal residence in another member state of the European Union using a valid EU Blue Card issued by that member state is, in derogation from subsection (1) sentence 1, six months.",aufenthg,1008
2.0,Entry into and residence in the federal territory,0,,19,ICT Card for intra-corporate transferees,(1),0,0,An ICT Card is a residence title for the purpose of an intra-corporate transfer of a foreigner. An intra-corporate transfer is the temporary secondment of a foreigner,aufenthg,1009
2.0,Entry into and residence in the federal territory,0,,19,ICT Card for intra-corporate transferees,(1),1.0,0,"to a national entity belonging to the undertaking by which the foreigner is employed, if the undertaking is located outside the European Union, or",aufenthg,1010
2.0,Entry into and residence in the federal territory,0,,19,ICT Card for intra-corporate transferees,(1),2.0,0,to a national entity of another undertaking of the group of undertakings to which the undertaking located outside the European Union belongs and by which the foreigner is employed.,aufenthg,1011
2.0,Entry into and residence in the federal territory,0,,19,ICT Card for intra-corporate transferees,(2),0,0,A foreigner is granted an ICT Card if,aufenthg,1012
2.0,Entry into and residence in the federal territory,0,,19,ICT Card for intra-corporate transferees,(2),1.0,0,"the foreigner will work as a manager or specialist in the host entity,",aufenthg,1013
